"","resTime_Jan_tmin_voccMag","resTime_Jan_tmin_voccAng","resTime_Jun_tmin_voccMag","resTime_Jun_tmin_voccAng","resTime_Jan_tmax_voccMag","resTime_Jan_tmax_voccAng","resTime_Jun_tmax_voccMag","resTime_Jun_tmax_voccAng","resTime_Jan_ppt_voccMag","resTime_Jan_ppt_voccAng","resTime_Jun_ppt_voccMag","resTime_Jun_ppt_voccAng","resTime_Jan_dsi_voccMag","resTime_Jan_dsi_voccAng","resTime_Jun_dsi_voccMag","resTime_Jun_dsi_voccAng"
"NPS_ACAD2",40.8410494598894,0.0447079132166034,405.091072713485,0.0488861294248727,9.69948153299637,0.168139626044759,405.091072713485,0.0488861294248727,247.251718042092,0.0420019603695983,17.8203813941356,0.0421218381997403,5.27044942440474,0.0482865433483671,4.08333528480823,0.0468246307800771
"NPS_ALPO",143.463374124969,0.0709369721319459,191.690899366535,0.065085585449363,76.3675129941113,0.064808200780995,191.690899366535,0.065085585449363,249.794047478842,0.199641011979238,9.16894924754571,0.14864758478179,12.403661036292,0.129281207108561,26.6617742023979,0.0678143488292532
"NPS_ANTI",11.7150093937901,0.0668758557173154,9.9387273754835,0.156894895116479,27.0169144741914,0.245497690050812,9.9387273754835,0.156894895116479,4.15178765998955,0.0839123284067939,4.3807224673171,0.0419660292014236,6.43554976458531,0.0437074052573425,5.08447432727772,0.0546199026913364
"NPS_CATO",52.1284624448801,0.0712519081430147,190.055670411009,0.0732117791930308,118.494616773204,0.0719735833877299,190.055670411009,0.0732117791930308,4.36036883954132,0.0670807343942715,8.80166901151045,0.119137604366581,3.45665150770151,0.105666106241389,0.810026679541096,0.0742654994603508
"NPS_CHOH",291.572008047352,0.646389537589177,220.348967049337,0.701757801977295,428.119543769185,0.687789994988171,220.348967049337,0.701757801977295,98.4884605951652,0.868530046662799,27.4106824208339,0.556973950309277,226.301824304405,0.804243737830977,30.0933230274052,0.724672659795179
"NPS_FONE",158.02597232737,0.14352005770057,48.195196245645,0.0428235494964236,113.476980800398,0.0433395742742922,48.195196245645,0.0428235494964236,13.488472315008,0.11310868423699,4.35684399650481,0.105314339029428,4.52570004195447,0.0369125180314606,6.170128693588,0.0419245113888111
"NPS_FRHI",146.794951552074,0.0392561586175385,47.9855820226939,0.0519304690399478,28.8172878091146,0.0471333202738498,47.9855820226939,0.0519304690399478,21.50313924667,0.223256114996415,8.3391963247256,0.0754114105898634,11.7263910699879,0.0377649327437456,31.478720327083,0.144477229185734
"NPS_GWMP",72.0459995620089,0.148159864512141,32.2714987779778,0.188607678324219,68.2920087525162,0.187243802853718,32.2714987779778,0.188607678324219,35.0129723996743,0.425466211153535,4.75310087972543,0.196639761672704,8.37635111651108,0.18424243167768,8.68767187028094,0.188759256643679
"NPS_HAFE",15.5717598196569,0.0798185641724216,26.8104324527089,0.0770974875027765,42.3458259311056,0.0757541910316387,26.8104324527089,0.0770974875027765,5.41410613061595,0.101381159196988,3.91927277579355,0.0674366946803633,3.03249328578152,0.0793541980089954,2.63896019627229,0.0716658395828665
"NPS_HOFR",43.1667872077747,0.0964906177950452,37.9134981152174,0.0474539770822026,5.34132379767186,0.071741620664412,37.9134981152174,0.0474539770822026,87.386628025713,0.0429645149557967,9.00519258750297,0.0716091768412971,20.9646843931924,0.0509926003501464,16.3652968151911,0.0477074429417376
"NPS_MABI",13.6584327030193,0.0307175408167828,223.273398662048,0.0429130771244256,18.192082857731,0.062942684122987,223.273398662048,0.0429130771244256,970.593407158457,0.0533963644112409,9.09224722371614,0.0679567322002855,15.2853387139232,0.0421052603670946,12.2246591625836,0.0429076239120082
"NPS_MANA",51.6178173099819,0.0558857421165573,26.5285371583619,0.069387247914069,58.1606870115194,0.0696315690700628,26.5285371583619,0.069387247914069,7.75539928910885,0.077407126416208,10.5573007822216,0.0779367103995099,13.5556836023383,0.0764833468876763,8.04710293744083,0.0788875589384103
"NPS_MIMA",47.3741145284409,0.058170349572629,239.531944837218,0.0816426135772838,17.9174058934884,0.0469742082526012,239.531944837218,0.0816426135772838,56.9627936917777,0.0488654041247805,5.86220358781666,0.0961630189389904,28.2323110289767,0.0982561415127078,10.4537511950214,0.0669678573141043
"NPS_MONO",15.9608392777281,0.198281039989679,18.581423704591,0.071373425460657,19.446435810284,0.0829284109502219,18.581423704591,0.071373425460657,5.79922953159927,0.0719638743425576,2.14754727764485,0.0383032349571885,4.82198328347333,0.0433327632252091,0.404630941529319,0.0407396099597817
"NPS_MORR",141.689629372598,0.0429944083954365,391.611882087068,0.0385227888480181,82.6098582095034,0.0381437213011611,391.611882087068,0.0385227888480181,714.245365757956,0.042734964115961,35.5284057277479,0.0562778321723045,6.53463766740109,0.0559057082422773,4.76357792230719,0.0573299039340044
"NPS_NACE",107.530192650885,0.238053109524805,71.6823153790871,0.264319606688397,97.7763011027739,0.271854974142033,71.6823153790871,0.264319606688397,49.8647543324238,0.394229944248187,10.9364854024691,0.189299466858915,10.6339170638482,0.206268072723615,14.6985753589858,0.194935881568673
"NPS_PRWI",139.927675296162,0.0633899966884534,6.55594057594954,0.0706606491443499,68.4824538290226,0.0677096246573266,6.55594057594954,0.0706606491443499,6.29752051972213,0.0804552674433868,1.48195769669873,0.0998393854344207,2006.37440348443,0.0834400530147266,21.6103896491746,0.127949830795265
"NPS_ROCR",54.4883660430011,0.0816255506209275,27.648806105272,0.118079876097087,57.4677757067637,0.120694077689443,27.648806105272,0.118079876097087,21.0165891779179,0.189217333787386,4.43150073848082,0.0855329547677987,2.48605364984285,0.0884567653420872,3.69565187491599,0.0826610601582153
"NPS_SAGA",142.518373965406,0.05337353053901,1155.8911982403,0.0533690442439128,6.06254022899341,0.113795240428907,1155.8911982403,0.0533690442439128,694.953153043996,0.0533439586097887,39.505125198381,0.0533532919503662,27.5219669934543,0.053336463622505,22.84522693927,0.0533359790391563
"NPS_SARA",184.613831165059,0.0541402546845487,2274.4001294005,0.0542267172426131,4.58051455892543,0.037157031320238,2274.4001294005,0.0542267172426131,1018.71476538609,0.0358336312891013,54.3451141405912,0.0540548909984643,41.091223778203,0.0540105823508167,41.7382635264016,0.0543796555596326
"NPS_VAMA",34.2894097868808,0.116691341535807,29.5064299201536,0.0368302572098413,4.19758018130479,0.0556701756375088,29.5064299201536,0.0368302572098413,68.5400831399941,0.0630081843442842,7.02625918532342,0.0553819448434482,16.7139923198118,0.0397212585538209,13.3988488421746,0.0374364194624691
